NOM	ADREÇA	DISTRICTE	C. P.	POBLACIO	PAIS	Telèfon 1	Telèfon 2	WEB	E-MAIL	INFO EXTRA 1	INFO EXTRA 2	INFO EXTRA 3
Restaurant Domino's Pizza - Pallars	Carrer Pallars 345	Sant Martí	8019	BARCELONA	ESPANYA	+34 933081212						
Restaurant Cuina Blava	Carrer Mallorca 110	Eixample	8029	BARCELONA	ESPANYA	+34 933528471		http://www.restaurantblau.cat				
Restaurant La Tagliatella - Travessera de Gràcia	Trav Gràcia 87	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 933684153		http://www.latagliatella.com				
Restaurant Wok to Walk - Carrer Sant Pau	Carrer Sant Pau 27	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933042363		http://www.woktowalk.com/en				
Restaurant Wok to Walk - Carrer Jaume I	Carrer Jaume I 7	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933042363		http://www.woktowalk.com/en				
Restaurant Wok to Walk - Escudellers	Carrer Escudellers 47	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933042363		http://www.woktowalk.com/en				
Restaurant japonès Kokoro	Carrer Regàs 35	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 935019340		http://www.kokorobcn.com				
Restaurant Udon - Tallers	Carrer Tallers 69	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933014569		http://www.udon.es				
Restaurant Udon - Consell de Cent	Carrer Consell de Cent 323	Eixample	8007	BARCELONA	ESPANYA	+34 934875169		http://www.udon.es				
Bar Tasca el Tropezón	Carrer Regomir 26	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933101864						
Restaurant La Tagliatella - Pere IV	Carrer Pere IV 201	Sant Martí	8018	BARCELONA	ESPANYA	+34 932663601		http://www.latagliatella.com				
Restaurant La Oca Llacuna - Llacuna	Carrer Llacuna 162-164	Sant Martí	8018	BARCELONA	ESPANYA	+34 934019804						
Restaurant L'Aldilà	Carrer Llacuna 106-108	Sant Martí	8018	BARCELONA	ESPANYA	+34 934856461						
Restaurant Ágappe	Carrer Riera de Sant Miquel 19	Gràcia	8006	BARCELONA	ESPANYA	+34 932378601		http://www.restauranteagappe.com				
Bar Restaurant La Uni	Carrer Llacuna 128	Sant Martí	8018	BARCELONA	ESPANYA	+34 933093443						
Restaurant Parrillada La Ternerita  - Eixample	Carrer Consell de Cent 281	Eixample	8011	BARCELONA	ESPANYA	+34 934512104		http://www.laternerita.com	terneritabcn@telefonica.net			
Restaurant Japonès Wok Yutaka	Carrer Rosselló 307	Eixample	8037	BARCELONA	ESPANYA							
Restaurant Japonès Wok Yutaka	Carrer Rosselló 307	Eixample	8037	BARCELONA	ESPANYA							
Restaurant Japonès Wok Yutaka	Carrer Rosselló 307	Eixample	8037	BARCELONA	ESPANYA	+34 934580494						
Restaurant Oriental Indochine Ly Leap	Carrer Muntaner 82	Eixample	8011	BARCELONA	ESPANYA	+34 934511796		http://www.indochinelyleap.com	llkbcn@telefonica.net			
Restaurant Japonès Kibuka	Carrer Verdi 64	Gràcia	8012	BARCELONA	ESPANYA	+34 934159217		http://www.kibuka.com				
Restaurant Cocteleria Valuart	Carrer Tuset 3	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 931183182		http://www.valuart.es	daniel.r@valuart.es			
Bar Restaurant el Pagès	Carrer Llibertat 19	Gràcia	8012	BARCELONA	ESPANYA	+34 934573545						
Hotel Mandarin Oriental	Pg Gràcia 38-40	Eixample	8007	BARCELONA	ESPANYA	+34 931518781		http://www.mandarinoriental.com/barcelona/dining/moments	mobcn-moments@mohg.com			
Hotel Mandarin Oriental	Pg Gràcia 38-40	Eixample	8007	BARCELONA	ESPANYA	+34 931518888	+34 931518889	http://www.mandarinoriental.com/barcelona	mobcn-info@mohg.com			
Hotel Mandarin Oriental	Pg Gràcia 38-40	Eixample	8007	BARCELONA	ESPANYA	+34 931518888	+34 931518889	http://www.mandarinoriental.com/barcelona	mobcn-info@mohg.com			
Bar Restaurant Fragments Cafè	Pl Concòrdia 12	Les Corts	8014	BARCELONA	ESPANYA	+34 934199613		http://www.fragmentscafe.com	info@fragmentscafe.com			
Restaurant Dans Le Noir?	Pg Picasso 10	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932687017	+34 933107426	http://www.danslenoir.com	bienvenidos@danslenoir.com			
Restaurant Mon	Carrer Provença 93	Eixample	8029	BARCELONA	ESPANYA	+34 934106454	+34 637533133					
Restaurant La Botiga - Rambla Catalunya	Rbla Catalunya 27	Eixample	8007	BARCELONA	ESPANYA	+34 933069668		http://www.angrup.com				
Restaurant Els Barrils	Carrer Aribau 89	Eixample	8036	BARCELONA	ESPANYA	+34 934531091						
Xarcuteria Molina	Pl Molina 1	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 932005769		http://www.xarcuteriamolina.com	info@xarcuteriamolina.com			
Restaurant Oven	G.V. Corts Catalanes 674	Eixample	8010	BARCELONA	ESPANYA	+34 645626425		http://www.ovenbcn.com				
Bar Frankfurt's Diagonal	Av Diagonal 184-186	Sant Martí	8018	BARCELONA	ESPANYA	+34 934869255						
Restaurant Culleres	Carrer Bolívia 138	Sant Martí	8018	BARCELONA	ESPANYA	+34 935133984		http://www.culleres.com	cullerespoblenou@gmail.com			
Restaurant Don Jabugo	Carrer Balmes 165	Eixample	8008	BARCELONA	ESPANYA	+34 932184625	+34 659903181					
Restaurant Big J's Burger - Raval	Carrer Carme 74	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 934438067		http://www.bigjburger.com	contacto@bigjburger.com			
Derby Hotels -  Granados 83	Carrer Enric Granados 83	Eixample	8008	BARCELONA	ESPANYA	+34 934929670		http://www.derbyhotels.es				
Restaurant Dos Torres	Via Augusta 300	Sarrià-Sant Gervasi	8017	BARCELONA	ESPANYA	+34 932066480		http://www.restaurantedostorres.com	info@restaurantedestorres.com			
Smudy Juice Bar - Diagonal Mar	Av Diagonal 3 3r	Sant Martí	8019	BARCELONA	ESPANYA	+34 933563191		http://www.smudyjuicebar.com				
Smudy Juice Bar - Rambla Catalunya	Rbla Catalunya 124	Eixample	8008	BARCELONA	ESPANYA	+34 934157912		http://www.smudyjuicebar.com				
Restaurant El Pescadito de Balmes	Carrer Balmes 440	Sarrià-Sant Gervasi	8022	BARCELONA	ESPANYA	+34 934171659						
Escola Fundació de Restauració i Hostalatge	Pg Taulat 243 bxs	Sant Martí	8019	BARCELONA	ESPANYA	+34 934532904		http://www.eshob.com				
Restaurant Els Tres Porquets	Rbla Poblenou 165	Sant Martí	8018	BARCELONA	ESPANYA	+34 933008750						
Restaurant Pappa Sven	Carrer Villarroel 22	Eixample	8011	BARCELONA	ESPANYA	+34 932928239	+34 662018591	http://www.pappasven.es	info@pappasven.es			
Restaurant Los Chiles	Carrer Pujades 172	Sant Martí	8005	BARCELONA	ESPANYA	+34 934856800		http://www.loschiles.es	restauranteloschiles@yahoo.es			
Restaurant la Gran Mariscada	Av Diagonal 203	Sant Martí	8018	BARCELONA	ESPANYA	+34 934853587						
Restaurant L'Antica Napoli	Carrer Concòrdia 53	Sants-Montjuïc	8004	BARCELONA	ESPANYA	+34 933293449		http://www.lanticanapoli.com				
Restaurant El Desván Azul	Carrer Malats 8	Sant Andreu	8030	BARCELONA	ESPANYA	+34 933120288		http://www.eldesvanazul.com				
Hotel Novotel Barcelona City	Av Diagonal 199	Sant Martí	8018	BARCELONA	ESPANYA	+34 933262496	+34 933208779	http://www.accorhotels.com	h5560@accor.com	http://www.novotel.com		
Cerveceria L'Abadia de la Rambla	Rbla Poblenou 16-20	Sant Martí	8005	BARCELONA	ESPANYA	+34 653992058		http://www.abadiadelarambla.es				
Restaurant MariscCo	Carrer Còrsega 272	Eixample	8008	BARCELONA	ESPANYA	+34 932922816		http://www.mariscco.com				
Bar Restaurant Ca La Lola	Carrer Amistat 21	Sant Martí	8005	BARCELONA	ESPANYA	+34 932217876						
Restaurant & Lounge Club Solo	Ptge Concepció 7	Eixample	8008	BARCELONA	ESPANYA	+34 932723880		http://www.clubsolo.es	info@clubsolo.es			
Restaurant Wok Chao	Carrer Pujades 350	Sant Martí	8019	BARCELONA	ESPANYA	+34 932661714						
Restaurant Cerveseria Xop d'Or	Av Paral.lel 204	Eixample	8015	BARCELONA	ESPANYA	+34 933253646		http://www.restaurantxopdor.com	cerveceriaxopdor@yahoo.es			
Teatre Arteria Paral·lel	Av Paral.lel 62 2n	Ciutat Vella	8001	BARCELONA	ESPANYA			http://www.arteria.com	info@arteria.com			
Teatre Arteria Paral·lel	Av Paral.lel 62 2n	Ciutat Vella	8001	BARCELONA	ESPANYA			http://www.arteria.com	info@arteria.com			
Restaurant la Huerta de Bajo Lugar	Carrer Cerignola 11	Sarrià-Sant Gervasi	8022	BARCELONA	ESPANYA	+34 934184515			info@huertadebajolugar.com			
Restaurant Wok Port Olímpic	Moll Gregal 20-21	Sant Martí	8005	BARCELONA	ESPANYA	+34 932252913						
Restaurant Wok Port Olímpic	Moll Gregal 20-21	Sant Martí	8005	BARCELONA	ESPANYA	+34 932252913						
Restaurant Rellirós	Carrer Llenguadoc 63	Sant Andreu	8030	BARCELONA	ESPANYA	+34 933144775						
Restaurant la Bodegueta de Provença	Carrer Provença 233	Eixample	8008	BARCELONA	ESPANYA	+34 932151725						
Restaurant Isabella's	Carrer Ganduxer 50	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA	+34 934145769						
GBB Hotel  Front Marítim	Pg Garcia Fària 69	Sant Martí	8019	BARCELONA	ESPANYA	+34 933034440	+34 933034441	http://www.hotelfrontmaritim.com	frontmaritim@besthoteles.es			
GBB Hotel 4 Barcelona	Carrer Doctor Trueta 164-LX entl	Sant Martí	8005	BARCELONA	ESPANYA	+34 933290954		http://www.gbbhotels.com	hotel4barcelona@besthotels.es			
GBB Hotel  Aranea	Carrer Consell de Cent 444	Eixample	8013	BARCELONA	ESPANYA	+34 932477474	+34 932477470	http://www.hotel-aranea.com	info@hotel-aranea.com			
Bar Retaurant La Dehesa de las Encinas	Carrer Loreto 30	Les Corts	8029	BARCELONA	ESPANYA	+34 934101808						
Bar Cerveseria Lalola	Carrer Escorial 15	Gràcia	8024	BARCELONA	ESPANYA	+34 932199325						
Restaurant Topik	Carrer València 199	Eixample	8011	BARCELONA	ESPANYA	+34 934510923						
Restaurant Carmen	Carrer Valladolid 44	Sants-Montjuïc	8014	BARCELONA	ESPANYA	+34 933303688		http://www.restaurantcarmen.com				
Bar Granja Maldà - Galeries Maldà	Carrer Portaferrissa 22	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933023187						
Bar Cañete	Carrer Unió 17	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 930029425		http://www.antiguobarorgia.com	oidobarra@antiguobarorgia.com			
Restaurant Tribeca	Carrer Consell de Cent 303	Eixample	8007	BARCELONA	ESPANYA	+34 934511547	+34 934515075	http://www.tribecabcn.com	info@tribecabcn.com			
Restaurant la Vietnamita	Carrer Torrent de l'Olla 78	Gràcia	8012	BARCELONA	ESPANYA	+34 935181803						
Restaurant el Ramblero	Carrer Pont del Treball Digne 13	Sant Martí	8020	BARCELONA	ESPANYA	+34 933138608						
Taverna Sport Sonora	Carrer Pamplona 96 bxs	Sant Martí	8018	BARCELONA	ESPANYA	+34 933003369		http://www.tabernasonora.com				
Restaurant al Punt	Carrer Girona 51	Eixample	8009	BARCELONA	ESPANYA	+34 934124334		http://www.restaurantalpunt.com	reservas@restaurantalpunt.com			
Restaurant Casa Paloma	Carrer Casanova 209	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA	+34 932008296						
Restaurant Dolce & Vita	Carrer Marià Cubí 96	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA	+34 932090057						
Fahrenheit	Carrer Aribau 131	Eixample	8036	BARCELONA	ESPANYA	+34 935313435		http://www.131fahrenheit.com				
Tasca  Wakasa	Carrer Nàpols 347	Gràcia	8025	BARCELONA	ESPANYA	+34 932076395			tascawakasa@yahoo.es			
Botiga-Restaurant Cornelia and Co	Carrer València 225	Eixample	8007	BARCELONA	ESPANYA	+34 932723956		http://www.corneliaandco.com	info@corneliaandco.com			
Restaurant Il Signore	Av Meridiana 229	Sant Andreu	8027	BARCELONA	ESPANYA	+34 933492922	+34 933526055	http://www.ilsignore.es	info@ilsignore.es			
Restaurant Romero	Carrer Bailèn 115	Eixample	8009	BARCELONA	ESPANYA	+34 934570640		http://www.romerobcn.com	info@romerobcn.com			
Central Café - Tuset	Carrer Tuset 36	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 932178219		http://www.centralcafe.es				
Peixateria i Restaurant Fishhh - Illa Diagonal	Av Diagonal 557	Les Corts	8029	BARCELONA	ESPANYA	+34 934441139		http://www.fishhh.net				
Restaurant Nostrum - C.C. Glories	Carrer Perú 2	Sant Martí	8018	BARCELONA	ESPANYA	+34 902150950		http://www.nostrum.cat				
Restaurant Good Roll	Av Diagonal 114	Sant Martí	8019	BARCELONA	ESPANYA	+34 933034186		http://www.goodroll.es				
Restaurant Braseria El Caliu de l'Eixample	Carrer València 329	Eixample	8009	BARCELONA	ESPANYA	+34 934765063		http://www.Caliudeleixample.com				
Restaurant Imagine	Carrer Santa Fe de Nou Mèxic 13	Sarrià-Sant Gervasi	8017	BARCELONA	ESPANYA	+34 932003260						
Restaurant La Tagliatella - Ausias March	Carrer Ausiàs Marc 7	Eixample	8010	BARCELONA	ESPANYA	+34 933028144		http://www.latagliatella.com				
Restaurant La Tagliatella - Dr Ferrán	Carrer Doctor Ferran 25-27	Les Corts	8034	BARCELONA	ESPANYA	+34 932803867		http://www.latagliatella.com				
Restaurant La Tagliatella - Gran Via	G.V. Corts Catalanes 149-151	Sants-Montjuïc	8014	BARCELONA	ESPANYA	+34 934315156		http://www.latagliatella.com				
Restaurant La Tagliatella - Pau Claris	Carrer Pau Claris 118	Eixample	8009	BARCELONA	ESPANYA	+34 935148943		http://www.latagliatella.com				
Restaurant La Tagliatella - Av Diagonal	Av Diagonal 431	Eixample	8036	BARCELONA	ESPANYA	+34 934146819		http://www.latagliatella.com				
Restaurant La Tagliatella - Rda Universitat	Rda Universitat 31	Eixample	8007	BARCELONA	ESPANYA	+34 934124655		http://www.latagliatella.com				
Restaurant La Tagliatella - Mallorca	Carrer Mallorca 266	Eixample	8008	BARCELONA	ESPANYA	+34 935189493		http://www.latagliatella.com				
Camp Municipal Futbol Narcís Sala	Carrer Santa Coloma 39 bxs	Sant Andreu	8030	BARCELONA	ESPANYA	+34 933112954						
Restaurant Cafè 1907	Carrer Císter 25	Sarrià-Sant Gervasi	8022	BARCELONA	ESPANYA	+34 934184998		http://www.cafe1907.com				
Bar Tickets La Vida Tapa	Av Paral.lel 164	Eixample	8015	BARCELONA	ESPANYA			http://www.ticketsbar.es	info@ticketsbar.es			
Restaurant Mordiscos	Ptge Concepció 10	Eixample	8008	BARCELONA	ESPANYA	+34 934879656		http://www.grupotragaluz.com/rest-mordisco.php				
Restaurant La Sangiovesa	Carrer Muntaner 239	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA			http://www.lasangiovesa.es	info@sangiovesa.es			
Pizzeria Fabián Martín	Via Laietana 71	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933014748		http://fabian-martin.com/fm/index.php				
Restaurant Bar del Convent	Carrer Comerç 36	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932565017		http://www.bardelconvent.com				
Hotel Villa Emilia	Carrer Calàbria 115-117	Eixample	8015	BARCELONA	ESPANYA	+34 932525285	+34 932525286	http://www.hotelvillaemilia.com	info@hotelvillaemilia.com			
Xixbar -  Gins Cocktails	Carrer Rocafort 19	Eixample	8015	BARCELONA	ESPANYA	+34 934234314		http://www.xixbar.com	xixbar@xixbar			
Restaurant Monster Sushi & Bar	Pl Gal.la Placídia 25	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 932185001						
Restaurant Udon - Glòries	Av Diagonal 208	Sant Martí	8018	BARCELONA	ESPANYA			http://www.udon.es				
Bar Bodega La Pubilla del Taulat	Carrer Amistat 12	Sant Martí	8005	BARCELONA	ESPANYA	+34 932253085		http://www.lapubilladeltaulat.com				
El Celler d'en Frank Petersen	Carrer Bisbe Laguarda 5	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 934414558						
Hotel Bagués	Carrer la Rambla 105	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933435000		http://www.derbyhotels.com				
Restaurant Aguaribay	Carrer Ramon Turró 181	Sant Martí	8005	BARCELONA	ESPANYA	+34 933003790	+34 699971738	http://www.aguaribay-bcn.com				
Botiga Harley Davidson	Carrer Joan Güell 207	Les Corts	8028	BARCELONA	ESPANYA	+34 934912662		http://www.espaciohd.com				
Restaurant Bar Aska dinya	Carrer Verdi 28	Gràcia	8012	BARCELONA	ESPANYA	+34 933685077		http://www.askadinya.es				
Hotel Barceló Raval	Rbla Raval 17-21	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933201490	+34 933201494	http://www.barcelo.com	raval@barcelo.com			
Restaurant Pampa Mia	Carrer Cristóbal de Moura 32	Sant Martí	8019	BARCELONA	ESPANYA	+34 935143608						
Restaurant Gong	Carrer Sant Delfí 11	Sarrià-Sant Gervasi	8022	BARCELONA	ESPANYA	+34 932119869						
Restaurant Azul	Carrer Pàdua 108	Sarrià-Sant Gervasi	8006	BARCELONA	ESPANYA	+34 934186948						
Botiga-Restaurant Woki Organic Market	Rda Universitat 20	Eixample	8007	BARCELONA	ESPANYA	+34 933025206		http://www.wokimarket.com				
Centro  Galego de Barcelona	Carrer la Rambla 35-37 1r	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 933040145						
Restaurant Ornina	Av Diagonal 593-LI	Les Corts	8014	BARCELONA	ESPANYA	+34 933216432		http://www.ornina.es	info@ornina.es			
Restaurant Bacoa	Carrer Colomines 2	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932689548						
Cocteleria Cooler	Carrer Mallorca 196	Eixample	8036	BARCELONA	ESPANYA							
Restaurant Be Sushi	Carrer Tànger 148	Sant Martí	8018	BARCELONA	ESPANYA	+34 933569740		http://www.besushi.com	22@besushi.com			
Restaurant Viena - Centre Comercial La Maquinista	Pg Potosí 2	Sant Andreu	8030	BARCELONA	ESPANYA	+34 933609822		http://www.viena.es				
Restaurant Viena - Centre Comercial Diagonal Mar	Av Diagonal 3	Sant Martí	8019	BARCELONA	ESPANYA	+34 933562359		http://www.viena.es				
Restaurant 3 Food People & Music	Carrer Còrsega 231-233	Eixample	8036	BARCELONA	ESPANYA	+34 934193355	+34 677887565	http://www.3fpm.com	info@3fpm.com			
Restaurant Jaipur Palace	Ptge Josep Llovera 11	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA	+34 935276196	+34 662369163	http://www.jaipurpalacebarcelona.com	jaipurpalace52@yahoo.com	+34 935276196		
Ohla Hotel Barcelona	Via Laietana 49	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933415050		http://www.ohlahotel.com	info@ohlahotel.com			
Bar Restaurant Tapa Tapa - Arenas de Barcelona	G.V. Corts Catalanes 373-385	Eixample	8015	BARCELONA	ESPANYA	+34 932924644		http://www.angrup.com	reserves-tapatapa_arenas@angrup.com			
Restaurant Beefshop	Pg Gràcia 53-55	Eixample	8007	BARCELONA	ESPANYA	+34 934674685						
Bar Conesa - Llibreteria	Carrer Llibreteria 1	Ciutat Vella	8002	BARCELONA	ESPANYA			http://www.conesaentrepans.com	clients@conesaentrepans.com			
Restaurants El Racó Ecològic	Carrer Bruc 86	Eixample	8009	BARCELONA	ESPANYA	+34 934678686						
Restaurant Chiars	Carrer Oreneta 2	Gràcia	8012	BARCELONA	ESPANYA	+34 932172856						
Restaurant Dos Terres	Carrer París 158	Eixample	8036	BARCELONA	ESPANYA	+34 933220049		http://www.dosterres.es				
Restaurant Tapas Club	Pl Pau Vila 1	Ciutat Vella	8039	BARCELONA	ESPANYA	+34 932217237		http://www.tapasclubbcn.es	reservas@tapasclubbcn.es			
Restaurant Il Piccolo Focone - Legalitat	Carrer Legalitat 74	Gràcia	8024	BARCELONA	ESPANYA	+34 932849879						
Restaurant Il Piccolo Focone - Dos de Maig	Carrer Dos de Maig 268	Sant Martí	8025	BARCELONA	ESPANYA	+34 934502452						
Restaurant Genova Milano	Carrer Mallorca 107	Eixample	8029	BARCELONA	ESPANYA	+34 934511550		http://www.genovamilano.com				
Restaurant Q Bo Bcn	Carrer Viladomat 105	Eixample	8015	BARCELONA	ESPANYA	+34 932925689		http://www.qbobcn.com	qbobcn@qbobcn.com			
Restaurant Barcelona Heart Burger	G.V. Corts Catalanes 602	Eixample	8007	BARCELONA	ESPANYA	+34 933021030		http://www.barcelonaheartburger.com				
Museu de Ciències Naturals de Barcelona -  Museu Blau	Pl Leonardo Da Vinci 4-5 1r	Sant Martí	8019	BARCELONA	ESPANYA	+34 932562200		http://www.museuciencies.bcn.cat	museuciencies@bcn.cat			
Restaurant Bar La Pepa	Rda Sant Pau 7	Eixample	8015	BARCELONA	ESPANYA	+34 934415192						
Hotel ME Barcelona	Carrer Pere IV 272-286 Bxos	Sant Martí	8005	BARCELONA	ESPANYA	+34 933672050		http://www.me-barcelona.com/es/				
Bar Restaurant Sagàs	Pla Palau 13	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933102434	+34 902520522	http://www.sagardi.com	sagas@sagardi.com			
Hotel The Mirror Barcelona	Carrer Còrsega 255	Eixample	8036	BARCELONA	ESPANYA	+34 932028685	+34 932028684	http://www.themirrorbarcelona.com	restaurant@themirrorbarcelona.com			
Bar Hamburgueseria Bárbaro	Carrer Girona 175	Eixample	8037	BARCELONA	ESPANYA			http://www.hamburguesasgigantes.es				
Restaurant Meatpacking Bistro	Trav Gràcia 50-52	Sarrià-Sant Gervasi	8021	BARCELONA	ESPANYA	+34 932008908		http://www.meatpackingbistro.com				
Restaurant Mari i Rufo	Carrer Freixures 11	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933197302						
Restaurant Teresa Carles	Carrer Jovellanos 2	Ciutat Vella	8001	BARCELONA	ESPANYA	+34 933171829		http://www.teresacarles.com	info@teresacarles.com			
Restaurant L'Arrosseria de Poblenou	Rbla Poblenou 99	Sant Martí	8005	BARCELONA	ESPANYA	+34 933097831						
Hotel Alma Barcelona	Carrer Mallorca 269	Eixample	8008	BARCELONA	ESPANYA	+34 932164490	+34 932164491	http://www.almabarcelona.com	restaurante@almabarcelona.com			
Restaurant La Cantinita de la Coronela	Carrer Consolat de Mar 15	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 932687776						
Restaurant Lisboa	Carrer Comte Borrell 145	Eixample	8015	BARCELONA	ESPANYA	+34 934510027		http://www.lisboaenbarcelona.com	lisboa-embarcelona@hotmail.com			
Restaurant Big J's Burger - Universitat	Carrer Aribau 18	Eixample	8011	BARCELONA	ESPANYA			http://www.bigjburger.com	contacto@bigjburber.com			
Restaurant Picnic	Carrer Comerç 1	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 935116661		http://www.picnic-restaurant.com	info@picnic-restaurant.com			
Restaurant Kiosko Burger	Av Marquès de l'Argentera 1-LB	Ciutat Vella	8003	BARCELONA	ESPANYA	+34 933107313		http://www.kioskoburger.com				
Restaurant Burgers del Gòtic	Carrer Jaume I 3	Ciutat Vella	8002	BARCELONA	ESPANYA	+34 932954363						
Restaurant Pep Burg	Trav Corts 229	Les Corts	8028	BARCELONA	ESPANYA	+34 933211274						
Restaurant Umami	Carrer Floridablanca 148	Eixample	8011	BARCELONA	ESPANYA	+34 932927879		http://www.burgerumami.com				
Restaurant Les Mil i Una Nits	Carrer Rosselló 354	Eixample	8025	BARCELONA	ESPANYA	+34 934765249						
Restaurant Dopo	Carrer Loreto 26	Les Corts	8029	BARCELONA	ESPANYA	+34 608779820						
Restaurant Saltimbocca	Carrer Loreto 26	Les Corts	8029	BARCELONA	ESPANYA	+34 933637215						
Restaurant Domo Restaurant & Lounge Bar	Carrer Provençals 19	Sant Martí	8019	BARCELONA	ESPANYA	+34 625951770		http://www.domobarcelona.com	domo@domobarcelona.com			
Restaurant Els Jardinets de Gràcia	Pg Gràcia 116	Gràcia	8008	BARCELONA	ESPANYA	+34 932384846		http://www.elsjardinetsdegracia.com	elsjardinets@elsjardinetsdegracia.com			
